ceeb,campus,year,applicants,admits,denied,app_gpa,adm_gpa,den_gpa
051283,Santa Cruz,2017,91.0,49.0,42.0,3.65,3.85,3.416666666666666
054249,Universitywide,2021,20.0,7.0,13.0,3.56,3.97,3.339230769230769
004388,Berkeley,2022,141.0,46.0,95.0,,,
050880,Davis,2003,11.0,8.0,3.0,3.84,4.07,3.2266666666666644
051520,Irvine,2011,82.0,44.0,38.0,3.55,3.87,3.1794736842105253
053763,Berkeley,1996,5.0,,,,,
052575,Los Angeles,2023,10.0,,,4.06,,
054221,Santa Barbara,2022,,,,3.61,,
051764,Los Angeles,2016,28.0,5.0,23.0,3.68,4.23,3.5604347826086955
052810,Riverside,2009,5.0,4.0,1.0,3.4,,
052836,Universitywide,2016,22.0,15.0,7.0,,,
052262,Irvine,2007,10.0,3.0,7.0,,,
052060,Santa Cruz,2019,33.0,9.0,24.0,3.85,4.08,3.76375
052350,Berkeley,2017,226.0,28.0,198.0,3.96,4.25,3.9189898989898992
052437,Santa Barbara,2011,22.0,15.0,7.0,3.92,4.06,3.6200000000000006
053952,San Diego,2012,7.0,,,3.86,,
052999,Los Angeles,2009,18.0,7.0,11.0,3.8,4.16,3.57090909090909
051180,Riverside,2008,12.0,10.0,2.0,3.32,3.5,2.419999999999998
053765,Santa Barbara,2004,14.0,10.0,4.0,3.59,3.75,3.1899999999999995
050587,Berkeley,2019,10.0,,,3.71,,
053276,Davis,2008,58.0,27.0,31.0,3.65,3.96,3.3799999999999994
050396,Riverside,2024,18.0,12.0,6.0,3.42,3.55,3.1600000000000015
050095,Davis,1998,,,,3.81,3.9,
050724,Santa Cruz,2014,20.0,11.0,9.0,,,
051621,Merced,2024,19.0,19.0,0.0,3.42,3.42,
004391,Merced,2013,13.0,8.0,5.0,,,
053480,Los Angeles,2025,11.0,,,4.06,,
054547,Davis,2019,17.0,7.0,10.0,3.57,3.92,3.325
004686,San Diego,2002,7.0,,,,,
051761,Davis,2018,21.0,,,3.4,,
051540,San Diego,2003,29.0,7.0,22.0,3.38,3.94,3.2018181818181817
052684,Los Angeles,2018,,,,3.68,,
051645,Davis,2011,17.0,10.0,7.0,3.59,3.9,3.1471428571428572
054225,San Diego,2022,41.0,20.0,21.0,3.69,3.99,3.4042857142857135
051268,Santa Barbara,2025,38.0,14.0,24.0,3.76,4.16,3.526666666666666
050126,Santa Cruz,2022,8.0,5.0,3.0,3.86,4.09,3.4766666666666666
052650,Merced,2020,13.0,12.0,1.0,3.73,3.8,2.8900000000000077
053552,Los Angeles,2008,11.0,6.0,5.0,4.0,4.26,3.688
053688,San Diego,2011,,,,3.35,,
051375,Riverside,2025,82.0,64.0,18.0,3.63,3.78,3.096666666666666
052713,Santa Barbara,2003,33.0,17.0,16.0,3.44,3.72,3.1424999999999996
053107,Davis,2025,33.0,16.0,17.0,3.79,4.06,3.535882352941177
051925,Universitywide,2011,12.0,11.0,1.0,3.87,3.91,3.4299999999999926
052755,Santa Barbara,2010,35.0,18.0,17.0,3.86,4.15,3.5529411764705876
054231,Merced,2024,47.0,40.0,7.0,3.6,3.74,2.7999999999999994
052580,Irvine,2018,5.0,,,4.07,,
051032,Universitywide,2009,64.0,54.0,10.0,3.68,3.73,3.4100000000000024
053305,Universitywide,2003,59.0,49.0,10.0,3.61,3.75,2.923999999999998
005546,Los Angeles,2014,248.0,106.0,142.0,,,
052834,San Diego,2021,231.0,99.0,132.0,3.97,4.25,3.7600000000000002
053608,Los Angeles,1999,41.0,7.0,34.0,3.79,4.17,3.7117647058823535
051779,Merced,2024,27.0,26.0,1.0,3.35,3.35,3.3499999999999943
050700,Universitywide,2001,41.0,39.0,2.0,3.74,3.76,3.3500000000000085
052276,Santa Barbara,2006,20.0,15.0,5.0,3.66,3.7,3.5400000000000005
004691,Riverside,1996,123.0,87.0,36.0,,,
051423,Los Angeles,2003,25.0,9.0,16.0,3.84,4.13,3.676875
050783,Irvine,2004,18.0,10.0,8.0,3.89,4.15,3.5649999999999995
054460,Berkeley,2021,16.0,,,3.83,,
050050,Santa Cruz,2023,40.0,21.0,19.0,3.78,4.06,3.4705263157894737
004071,Santa Barbara,2005,24.0,13.0,11.0,,,
050015,Santa Cruz,2016,33.0,21.0,12.0,3.7,3.9,3.3500000000000014
050055,San Diego,2008,130.0,33.0,97.0,3.51,3.97,3.353505154639175
050806,Santa Cruz,2005,5.0,4.0,1.0,3.71,,
053395,Los Angeles,2000,6.0,,,3.8,,
051035,Santa Cruz,2018,,,,3.79,,
051410,Merced,2018,6.0,6.0,0.0,3.88,3.88,
053413,San Diego,2015,44.0,19.0,25.0,3.91,4.24,3.6592000000000007
050965,Davis,2007,15.0,10.0,5.0,4.03,4.19,3.7099999999999995
051008,Los Angeles,2021,197.0,10.0,187.0,3.84,4.31,3.814866310160428
053103,Riverside,2007,21.0,17.0,4.0,3.38,3.51,2.8275000000000023
052881,Merced,2008,13.0,12.0,1.0,3.57,3.62,2.969999999999999
053222,Riverside,2001,7.0,7.0,0.0,,,
054072,Santa Barbara,2022,84.0,20.0,64.0,4.01,4.29,3.9224999999999994
053430,Davis,2011,57.0,24.0,33.0,3.82,4.13,3.594545454545454
052615,Irvine,1996,9.0,7.0,2.0,3.82,3.85,3.714999999999998
053415,San Diego,1995,5.0,3.0,2.0,3.66,,
052790,Davis,2016,10.0,4.0,6.0,3.53,,
051605,Riverside,1994,20.0,15.0,5.0,,,
004670,Los Angeles,2019,166.0,33.0,133.0,,,
052967,Los Angeles,2001,59.0,22.0,37.0,,,
053970,Berkeley,2025,31.0,7.0,24.0,3.81,4.17,3.705
052527,Davis,2013,23.0,15.0,8.0,,,
054225,Riverside,2014,27.0,9.0,18.0,3.4,3.65,3.275
051552,Los Angeles,2005,14.0,6.0,8.0,,,
053112,Merced,2021,5.0,4.0,1.0,,,
051257,Santa Cruz,2004,23.0,13.0,10.0,3.53,3.56,3.4909999999999997
053163,San Diego,1997,39.0,22.0,17.0,3.74,4.0,3.4035294117647066
053344,Merced,2023,39.0,37.0,2.0,3.75,3.83,2.269999999999996
050566,Los Angeles,2006,22.0,,,3.83,,
051919,Riverside,2010,8.0,4.0,4.0,3.53,,
053908,Santa Barbara,2011,,,,3.45,,
052170,San Diego,2005,39.0,15.0,24.0,3.93,4.2,3.7612500000000004
053490,Santa Cruz,2012,6.0,6.0,0.0,3.86,3.86,
050945,Santa Barbara,2023,52.0,15.0,37.0,3.59,4.09,3.3872972972972977
053635,Los Angeles,2018,133.0,19.0,114.0,3.74,4.3,3.646666666666667
054366,Riverside,2012,,,,3.34,,
051650,Berkeley,2011,92.0,19.0,73.0,3.79,4.19,3.685890410958904
052401,Davis,2021,53.0,18.0,35.0,3.8,4.17,3.609714285714285
054515,Santa Cruz,2024,12.0,8.0,4.0,3.69,3.83,3.41
052075,Los Angeles,2012,136.0,29.0,107.0,3.97,4.21,3.9049532710280377
051221,Santa Barbara,2016,60.0,24.0,36.0,3.69,3.97,3.5033333333333334
054013,San Diego,2024,49.0,16.0,33.0,3.67,4.14,3.442121212121212
054361,Los Angeles,2024,44.0,3.0,41.0,3.59,,
050548,Los Angeles,2022,38.0,3.0,35.0,4.03,,
050888,Davis,1999,16.0,13.0,3.0,3.73,3.75,3.643333333333333
051650,Irvine,2024,113.0,17.0,96.0,3.82,4.2,3.752708333333333
054203,Irvine,2023,7.0,,,4.0,,
052684,Universitywide,2014,,,,3.4,3.71,
052129,San Diego,2002,23.0,9.0,14.0,3.86,4.21,3.6350000000000002
051402,Los Angeles,2022,67.0,7.0,60.0,3.76,4.28,3.699333333333333
050240,Riverside,2024,78.0,60.0,18.0,3.78,3.94,3.246666666666665
053055,Davis,2009,45.0,9.0,36.0,3.45,3.72,3.3825
052290,Universitywide,2005,15.0,12.0,3.0,3.81,3.85,3.6499999999999986
051180,Berkeley,1995,20.0,13.0,7.0,3.6,4.04,2.7828571428571425
052659,Los Angeles,2004,19.0,3.0,16.0,3.72,,
053413,Riverside,2007,19.0,16.0,3.0,3.61,3.64,3.4500000000000006
051301,Universitywide,2004,88.0,68.0,20.0,3.44,3.53,3.133999999999999
053466,Los Angeles,2020,379.0,55.0,324.0,3.95,4.26,3.8973765432098766
052489,Berkeley,2017,12.0,4.0,8.0,4.03,,
053165,Irvine,2013,40.0,20.0,20.0,3.87,4.16,3.5800000000000005
053722,San Diego,1998,7.0,,,3.35,,
051305,San Diego,2014,6.0,,,3.84,,
050375,Los Angeles,2021,51.0,5.0,46.0,3.91,4.29,3.8686956521739133
052298,Santa Cruz,2007,7.0,6.0,1.0,3.61,3.51,4.210000000000001
004931,Merced,2014,25.0,10.0,15.0,,,
050610,Davis,2013,,,,4.07,4.15,
051945,Santa Cruz,2013,14.0,4.0,10.0,3.42,,
051672,San Diego,2008,32.0,8.0,24.0,3.66,4.15,3.4966666666666666
052550,Universitywide,2007,41.0,35.0,6.0,3.93,4.01,3.4633333333333334
053598,Universitywide,2012,49.0,30.0,19.0,3.79,3.95,3.537368421052632
051218,Merced,2022,18.0,17.0,1.0,3.95,4.01,2.930000000000007
004409,Los Angeles,1994,6.0,5.0,1.0,,,
053000,San Diego,2006,14.0,5.0,9.0,,,
052200,Irvine,2019,5.0,,,,,
053094,Berkeley,2015,30.0,7.0,23.0,3.96,4.22,3.880869565217391
053180,Irvine,2021,49.0,3.0,46.0,,,
050660,Berkeley,2000,15.0,4.0,11.0,3.8,,
052037,San Diego,2000,69.0,28.0,41.0,3.68,4.01,3.454634146341464
052146,Davis,1999,27.0,18.0,9.0,,,
050115,Santa Barbara,2006,16.0,15.0,1.0,3.83,3.88,3.0800000000000054
004679,Los Angeles,2015,48.0,17.0,31.0,,,
050084,Santa Barbara,2022,19.0,13.0,6.0,3.82,3.99,3.4516666666666658
051269,Los Angeles,2020,25.0,3.0,22.0,,,
051375,Berkeley,2012,19.0,4.0,15.0,3.59,,
052088,Berkeley,2018,34.0,4.0,30.0,3.92,,
053112,Santa Barbara,1994,9.0,9.0,0.0,,,
050973,Irvine,1999,24.0,18.0,6.0,3.74,3.95,3.1099999999999994
050912,Davis,2011,63.0,25.0,38.0,3.92,4.22,3.7226315789473685
054047,Irvine,2019,9.0,,,3.7,,
051230,Irvine,2014,67.0,27.0,40.0,3.6,3.91,3.3907499999999997
052192,Universitywide,2011,56.0,46.0,10.0,,,
051635,Davis,2006,18.0,9.0,9.0,3.45,3.73,3.17
052567,San Diego,2007,48.0,14.0,34.0,3.72,4.09,3.5676470588235296
050725,Santa Cruz,2000,37.0,33.0,4.0,3.38,3.47,2.6374999999999993
053644,Berkeley,2020,20.0,4.0,16.0,3.84,,
053785,Irvine,2013,55.0,23.0,32.0,3.66,4.0,3.4156250000000004
051775,Berkeley,2000,9.0,,,,,
051845,Universitywide,2016,34.0,26.0,8.0,3.77,3.88,3.4125000000000014
053262,Merced,2023,11.0,11.0,0.0,4.23,4.23,
050740,Davis,2020,43.0,20.0,23.0,3.81,4.12,3.540434782608696
050715,Santa Barbara,1994,26.0,22.0,4.0,3.37,3.51,2.6000000000000014
053953,Berkeley,2024,101.0,11.0,90.0,3.95,4.18,3.921888888888889
050990,San Diego,2011,20.0,4.0,16.0,,,
050980,San Diego,2005,58.0,28.0,30.0,3.86,4.19,3.5519999999999996
004602,San Diego,2006,250.0,200.0,50.0,,,
004582,Berkeley,2005,34.0,16.0,18.0,,,
050570,Universitywide,2002,9.0,7.0,2.0,3.78,3.89,3.394999999999998
052080,Los Angeles,2010,6.0,,,4.06,,
052319,Davis,2016,45.0,20.0,25.0,3.78,4.15,3.484
053974,Los Angeles,2023,113.0,12.0,101.0,3.53,4.22,3.448019801980198
050365,Irvine,2025,24.0,9.0,15.0,3.99,4.24,3.8400000000000003
050119,San Diego,2007,32.0,18.0,14.0,3.97,4.13,3.7642857142857147
051320,Davis,2010,32.0,12.0,20.0,3.73,3.96,3.592
053662,Los Angeles,2022,18.0,,,3.92,,
050888,Santa Barbara,2017,64.0,20.0,44.0,3.64,4.04,3.458181818181819
053275,Santa Barbara,2019,91.0,33.0,58.0,3.85,4.25,3.6224137931034486
052663,Merced,2009,6.0,6.0,0.0,,,
051218,Santa Barbara,1995,49.0,43.0,6.0,3.44,3.52,2.866666666666665
053953,Universitywide,2012,94.0,66.0,28.0,3.72,3.84,3.4371428571428573
052505,Santa Cruz,1998,9.0,8.0,1.0,3.66,3.78,2.6999999999999993
052672,Santa Cruz,2001,9.0,6.0,3.0,3.42,3.69,2.8800000000000003
051311,Riverside,2002,25.0,21.0,4.0,,,
053218,Merced,2019,132.0,105.0,27.0,3.63,3.81,2.9299999999999984
051165,Davis,2010,16.0,6.0,10.0,3.89,4.2,3.7039999999999997
053205,Los Angeles,2023,42.0,4.0,38.0,,,
050883,Berkeley,2018,84.0,12.0,72.0,4.02,4.24,3.9833333333333325
050083,Santa Barbara,2005,13.0,9.0,4.0,3.6,3.88,2.9700000000000006
052308,Universitywide,2023,40.0,29.0,11.0,3.93,3.95,3.877272727272728
051972,Los Angeles,2001,74.0,20.0,54.0,3.61,4.09,3.432222222222222
053586,Riverside,2022,99.0,66.0,33.0,3.86,4.08,3.4199999999999986
053552,Santa Cruz,2014,10.0,4.0,6.0,3.84,,
053029,Berkeley,2013,9.0,,,,,
052886,Universitywide,2004,,,,3.68,3.95,
050455,Santa Barbara,2019,,,,4.0,,
052200,Santa Cruz,2001,17.0,14.0,3.0,,,
052355,Berkeley,2023,,,,2.99,,
051239,Davis,2001,7.0,4.0,3.0,3.64,,
050581,Santa Barbara,2014,27.0,10.0,17.0,3.81,4.05,3.668823529411765
052146,Santa Barbara,2017,51.0,14.0,37.0,,,
004932,San Diego,2009,14.0,5.0,9.0,,,
004943,Riverside,2002,10.0,8.0,2.0,,,
054010,Universitywide,2012,,,,3.3,,
050883,Universitywide,2006,27.0,23.0,4.0,3.56,3.67,2.927500000000002
051728,Davis,2015,13.0,5.0,8.0,3.45,3.72,3.28125
052020,Berkeley,2025,10.0,,,,,
004663,Irvine,2006,73.0,55.0,18.0,,,
052717,Berkeley,2015,13.0,3.0,10.0,3.77,,
053565,Santa Cruz,2008,15.0,13.0,2.0,3.74,3.9,2.700000000000003
052495,Los Angeles,2008,112.0,26.0,86.0,3.79,4.15,3.681162790697675
053381,Merced,2011,6.0,6.0,0.0,3.31,3.31,
053395,Santa Cruz,2006,11.0,10.0,1.0,3.76,3.81,3.259999999999998
052713,San Diego,2016,48.0,17.0,31.0,3.86,4.19,3.679032258064516
053467,Santa Barbara,1995,26.0,18.0,8.0,3.43,3.69,2.8450000000000006
052270,Santa Barbara,2009,21.0,10.0,11.0,,,
051120,Davis,1995,22.0,13.0,9.0,3.53,3.67,3.3277777777777775
052358,Berkeley,2015,105.0,33.0,72.0,4.04,4.26,3.939166666666667
052618,Davis,2020,96.0,49.0,47.0,3.94,4.21,3.6585106382978725
052880,Davis,1994,9.0,8.0,1.0,,,
050525,Universitywide,2002,21.0,20.0,1.0,3.67,3.71,2.8699999999999903
051340,Los Angeles,2008,15.0,4.0,11.0,3.7,,
052073,Irvine,2008,49.0,22.0,27.0,3.47,3.79,3.2092592592592593
054510,Los Angeles,2024,,,,3.53,,
051089,Santa Barbara,2003,36.0,19.0,17.0,3.35,3.68,2.9811764705882355
051900,Universitywide,2012,21.0,18.0,3.0,3.75,3.83,3.270000000000001
052902,Santa Cruz,2019,24.0,3.0,21.0,3.6,,
050884,Riverside,2009,40.0,37.0,3.0,3.55,3.57,3.3033333333333323
2051237,Universitywide,2024,,,,3.33,3.67,
054105,Davis,2012,,,,3.51,,
050721,Davis,2019,26.0,15.0,11.0,4.05,4.22,3.8181818181818183
004071,San Diego,2018,28.0,18.0,10.0,,,
051262,Berkeley,2022,14.0,5.0,9.0,3.87,4.18,3.697777777777778
051508,Santa Cruz,2016,75.0,41.0,34.0,3.61,3.87,3.2964705882352936
052299,San Diego,1999,21.0,8.0,13.0,3.73,4.18,3.453076923076923
052440,Irvine,2020,62.0,5.0,57.0,3.47,4.02,3.4217543859649124
050893,San Diego,2016,159.0,75.0,84.0,3.92,4.14,3.7235714285714283
051561,Santa Cruz,2001,39.0,34.0,5.0,3.58,3.63,3.2400000000000007
004406,Santa Barbara,1998,15.0,12.0,3.0,,,
053095,Davis,2002,31.0,14.0,17.0,,,
053070,Riverside,2022,88.0,49.0,39.0,3.73,3.98,3.4158974358974357
051953,Los Angeles,2022,21.0,,,4.03,,
050566,Santa Cruz,2012,9.0,7.0,2.0,3.55,3.67,3.130000000000001
050425,Davis,2017,36.0,10.0,26.0,3.88,4.13,3.783846153846154
050415,Los Angeles,2019,17.0,,,,,
051349,Universitywide,2016,71.0,42.0,29.0,,,
051805,Universitywide,1999,96.0,66.0,30.0,3.35,3.57,2.8660000000000014
051085,Los Angeles,2003,6.0,,,3.61,,
053635,Santa Cruz,2024,66.0,33.0,33.0,3.55,3.96,3.1399999999999992
054095,Berkeley,2015,11.0,,,3.77,,
053462,Universitywide,2015,323.0,227.0,96.0,3.8,4.0,3.327083333333332
054414,Universitywide,2022,39.0,23.0,16.0,3.8,3.9,3.656249999999999
004083,Santa Cruz,2008,26.0,14.0,12.0,,,
054081,Riverside,2014,7.0,3.0,4.0,3.24,,
004681,Los Angeles,2014,64.0,23.0,41.0,,,
051700,Riverside,2025,50.0,43.0,7.0,3.62,3.72,3.0057142857142845
052814,Irvine,2018,73.0,19.0,54.0,3.77,4.2,3.6187037037037033
052430,San Diego,2017,16.0,6.0,10.0,3.81,4.27,3.5340000000000003
053690,Universitywide,2006,47.0,40.0,7.0,3.65,3.76,3.0214285714285722
052519,Riverside,2018,9.0,6.0,3.0,3.78,3.97,3.3999999999999986
050725,Los Angeles,2021,136.0,12.0,124.0,4.01,4.23,3.988709677419355
051907,Berkeley,2007,20.0,3.0,17.0,3.66,,
052166,Universitywide,2009,30.0,25.0,5.0,3.68,3.77,3.2300000000000013
052176,Irvine,2001,19.0,15.0,4.0,3.8,3.96,3.200000000000001
050500,Universitywide,2014,246.0,168.0,78.0,3.74,3.91,3.373846153846155
052650,San Diego,2006,6.0,3.0,3.0,4.03,,
051362,Riverside,1994,31.0,25.0,6.0,,,
050867,Riverside,2010,8.0,7.0,1.0,,,
052975,Riverside,2005,9.0,6.0,3.0,,,
051970,Universitywide,2011,,,,3.99,4.01,
052869,Los Angeles,2010,19.0,7.0,12.0,3.77,4.21,3.513333333333333
052541,Los Angeles,2009,54.0,12.0,42.0,3.75,4.19,3.624285714285714
051989,Santa Barbara,2009,34.0,18.0,16.0,3.53,3.83,3.1925
054140,San Diego,2009,,,,3.57,,
050665,Santa Barbara,2020,14.0,5.0,9.0,3.72,4.05,3.536666666666667
053100,Riverside,2009,40.0,40.0,0.0,3.65,3.65,
054127,Santa Barbara,2013,5.0,4.0,1.0,,,
004311,San Diego,1996,28.0,17.0,11.0,,,
050964,Davis,2002,34.0,20.0,14.0,3.48,3.66,3.222857142857142
052999,Davis,1996,57.0,35.0,22.0,3.58,3.79,3.2459090909090906
053586,Berkeley,2009,65.0,24.0,41.0,3.97,4.16,3.858780487804878
053861,Santa Barbara,2006,19.0,5.0,14.0,3.6,4.05,3.4392857142857145
052420,Santa Cruz,2005,23.0,21.0,2.0,,,
050466,Berkeley,1999,156.0,50.0,106.0,3.84,4.11,3.7126415094339618
053595,Berkeley,2013,28.0,5.0,23.0,3.84,4.05,3.7943478260869563
051948,Santa Cruz,1997,5.0,5.0,0.0,3.78,3.78,
051213,Davis,2022,42.0,13.0,29.0,,,
053480,Davis,2012,11.0,7.0,4.0,4.03,4.15,3.8200000000000003
004502,Universitywide,2015,64.0,39.0,25.0,,,
052994,Riverside,2015,17.0,9.0,8.0,3.63,4.01,3.2025000000000006
004085,Davis,2023,41.0,24.0,17.0,,,
051870,Irvine,2022,6.0,,,3.58,,
050790,Davis,1999,,,,3.73,3.78,
051261,Davis,2017,6.0,,,3.22,,
004658,Universitywide,2009,737.0,563.0,174.0,,,
052714,Universitywide,2014,116.0,71.0,45.0,,,
052880,Santa Barbara,2012,32.0,16.0,16.0,,,
052172,Santa Barbara,2016,42.0,12.0,30.0,3.88,4.19,3.7560000000000002
004696,Riverside,2017,11.0,8.0,3.0,,,
050115,San Diego,2019,13.0,,,3.61,,
051113,Irvine,2015,10.0,,,3.73,,
052055,Berkeley,2001,32.0,14.0,18.0,3.88,4.19,3.638888888888889
053341,San Diego,1994,14.0,7.0,7.0,3.63,3.85,3.41
053140,Irvine,2013,15.0,5.0,10.0,,,
050684,Los Angeles,2017,27.0,3.0,24.0,3.93,,
052200,Los Angeles,2022,8.0,,,,,
052867,Santa Barbara,2015,69.0,20.0,49.0,3.81,4.15,3.671224489795918
051634,San Diego,2022,17.0,,,3.76,,
052980,Davis,2019,95.0,27.0,68.0,3.7,4.11,3.5372058823529406
054344,Berkeley,2022,,,,4.19,,
053681,Davis,2019,39.0,21.0,18.0,,,
054970,Berkeley,2022,17.0,,,,,
052485,Universitywide,2002,41.0,38.0,3.0,3.72,3.73,3.5933333333333337
050865,Santa Cruz,2010,110.0,74.0,36.0,3.65,3.84,3.2594444444444455
050824,San Diego,2007,70.0,32.0,38.0,3.84,4.13,3.595789473684211
053808,Santa Cruz,2011,44.0,27.0,17.0,3.53,3.77,3.148823529411764
052742,Berkeley,1998,13.0,,,3.69,,
004420,Santa Cruz,2015,20.0,12.0,8.0,,,
051152,Universitywide,2009,50.0,45.0,5.0,3.62,3.67,3.169999999999999
051045,Santa Barbara,2018,42.0,18.0,24.0,3.8,3.96,3.6799999999999997
050884,Berkeley,1996,22.0,11.0,11.0,3.91,3.98,3.8400000000000007
054058,Los Angeles,2012,29.0,4.0,25.0,3.91,,
051625,Riverside,2008,46.0,42.0,4.0,,,
053695,Irvine,2009,30.0,17.0,13.0,3.79,3.94,3.5938461538461537
050897,Santa Barbara,2015,45.0,7.0,38.0,3.35,4.09,3.2136842105263157
052887,Santa Barbara,2018,117.0,24.0,93.0,3.88,4.24,3.7870967741935484
051968,Riverside,2013,22.0,16.0,6.0,3.68,3.83,3.280000000000001
051007,Berkeley,2016,12.0,3.0,9.0,,,
050715,San Diego,2007,67.0,25.0,42.0,3.68,4.16,3.394285714285714
052502,Universitywide,2022,75.0,54.0,21.0,,,
050666,Davis,2020,111.0,48.0,63.0,3.99,4.16,3.860476190476191
052671,Riverside,2005,8.0,6.0,2.0,,,
053070,Berkeley,2009,5.0,,,3.71,,
053537,Berkeley,2007,12.0,3.0,9.0,3.94,,
051008,Davis,2008,70.0,26.0,44.0,3.53,3.83,3.352727272727272
004334,Irvine,2006,34.0,25.0,9.0,,,
051565,Santa Barbara,2019,126.0,21.0,105.0,,,
050910,Irvine,2004,14.0,8.0,6.0,3.77,4.04,3.41
051232,Los Angeles,2017,8.0,,,,,
052240,Santa Barbara,2024,137.0,32.0,105.0,3.87,4.19,3.7724761904761905
053839,Los Angeles,2022,10.0,,,3.9,,
053537,Irvine,2020,8.0,,,4.09,,
052448,Berkeley,2023,49.0,5.0,44.0,4.06,4.29,4.033863636363636
004697,Irvine,2004,32.0,16.0,16.0,,,
050208,Universitywide,2025,50.0,35.0,15.0,,,
053099,Berkeley,2014,43.0,4.0,39.0,3.73,,
054691,Santa Barbara,2016,,,,3.9,,
004930,Santa Cruz,2024,59.0,39.0,20.0,,,
054636,San Diego,2017,23.0,9.0,14.0,3.84,4.09,3.679285714285714
051009,Riverside,2024,244.0,209.0,35.0,3.9,3.95,3.60142857142857
051445,Berkeley,2024,16.0,,,,,
003889,San Diego,2006,8.0,7.0,1.0,,,
051369,Riverside,2023,26.0,19.0,7.0,3.86,3.99,3.5071428571428567
051218,San Diego,2008,80.0,24.0,56.0,3.74,4.09,3.5900000000000007
051455,Universitywide,2005,33.0,30.0,3.0,3.76,3.79,3.4599999999999986
052515,Riverside,2005,5.0,4.0,1.0,3.84,,
050280,Universitywide,2013,92.0,41.0,51.0,3.78,4.01,3.5950980392156864
053158,Santa Cruz,1999,40.0,31.0,9.0,3.35,3.45,3.005555555555555
054630,Santa Cruz,2000,22.0,19.0,3.0,,,
053683,Berkeley,1999,8.0,,,,,
054381,Santa Cruz,2012,7.0,,,3.32,,
053066,Universitywide,2002,95.0,91.0,4.0,3.7,3.73,3.0174999999999983
054055,Merced,2012,8.0,6.0,2.0,3.42,3.57,2.9700000000000006
054285,Berkeley,2016,9.0,,,3.4,,
051885,Irvine,2009,36.0,15.0,21.0,3.36,3.81,3.0385714285714283
053609,Berkeley,2015,,,,4.07,,
053307,Irvine,2004,17.0,9.0,8.0,,,
053180,Merced,2025,24.0,23.0,1.0,,,
050202,Davis,2004,6.0,3.0,3.0,3.43,,
051206,San Diego,2022,34.0,5.0,29.0,4.11,4.35,4.068620689655173
053398,Berkeley,2009,17.0,9.0,8.0,4.11,4.2,4.00875
052130,Merced,2004,21.0,,,3.25,,
051255,San Diego,2023,41.0,16.0,25.0,3.64,4.03,3.3904
053251,Santa Barbara,2017,12.0,5.0,7.0,,,
053100,Berkeley,1996,24.0,5.0,19.0,3.76,4.12,3.6652631578947363
053242,Santa Cruz,2000,5.0,4.0,1.0,3.21,,
054719,Los Angeles,2021,39.0,5.0,34.0,3.7,4.15,3.633823529411765
050290,Los Angeles,1996,85.0,41.0,44.0,3.59,3.9,3.301136363636363
052327,Santa Cruz,2003,91.0,63.0,28.0,3.27,3.51,2.73
052159,Merced,2012,5.0,4.0,1.0,,,
051919,Los Angeles,2006,11.0,,,3.95,,
051145,Davis,2023,32.0,7.0,25.0,3.4,4.05,3.218
004101,San Diego,2002,38.0,21.0,17.0,,,
050140,San Diego,2015,9.0,,,,,
053593,Los Angeles,2025,15.0,,,,,
051224,Los Angeles,1997,43.0,18.0,25.0,3.78,4.01,3.6144
051230,Merced,2018,21.0,13.0,8.0,3.38,3.63,2.973750000000001
053370,Davis,2013,40.0,18.0,22.0,,,
052898,Irvine,2000,28.0,14.0,14.0,,,
053746,Santa Barbara,2021,88.0,19.0,69.0,,,
053756,San Diego,2000,23.0,9.0,14.0,3.92,4.22,3.7271428571428573
050375,Davis,2008,31.0,14.0,17.0,3.59,3.79,3.4252941176470584
053404,Merced,2012,9.0,7.0,2.0,3.28,3.29,3.244999999999999
054877,Los Angeles,2019,6.0,,,,,
050628,Santa Cruz,2024,68.0,48.0,20.0,3.94,4.11,3.531999999999999
051650,Santa Barbara,2001,79.0,32.0,47.0,3.46,3.82,3.214893617021276
052730,Santa Barbara,2018,42.0,11.0,31.0,3.84,4.23,3.7016129032258065
052905,Universitywide,2008,111.0,87.0,24.0,3.58,3.72,3.072499999999998
052746,Santa Barbara,2021,24.0,11.0,13.0,3.83,4.14,3.5676923076923077
053229,San Diego,1998,45.0,19.0,26.0,3.57,3.77,3.423846153846154
050724,Davis,2022,39.0,13.0,26.0,,,
050650,San Diego,2019,21.0,5.0,16.0,3.72,4.02,3.6262500000000006
051036,Universitywide,2014,,,,3.89,3.97,
004087,Davis,1999,5.0,4.0,1.0,,,
004395,Merced,2014,9.0,3.0,6.0,,,
050880,Berkeley,2006,10.0,4.0,6.0,3.92,,
052719,Davis,2004,17.0,14.0,3.0,3.63,3.74,3.116666666666667
052077,Irvine,1994,18.0,17.0,1.0,,,
052663,San Diego,1995,8.0,3.0,5.0,,,
053344,Santa Barbara,2023,92.0,19.0,73.0,3.91,4.24,3.8241095890410963
051958,Santa Cruz,2008,30.0,16.0,14.0,3.38,3.66,3.059999999999999
050880,Irvine,2019,56.0,6.0,50.0,3.52,4.2,3.4384
051512,Davis,2001,15.0,12.0,3.0,,,
053468,San Diego,2013,23.0,6.0,17.0,,,
051412,Berkeley,2021,22.0,6.0,16.0,3.84,4.06,3.7574999999999994
052000,Los Angeles,2002,11.0,,,3.93,,
050855,Riverside,2019,30.0,20.0,10.0,3.79,3.89,3.5900000000000007
